OrderDate,CustomerID,Category,Product,Quantity,UnitPrice,Region,Revenue,Month,DayOfWeek,IsWeekend
2025-08-26,CUST0300,Electronics,Bluetooth Speaker,3,208.09,West,624.27,2025-08,Tuesday,False
2025-04-06,CUST0333,Electronics,Smartwatch,5,15.99,South,79.95,2025-04,Sunday,True
2025-08-20,CUST0796,Electronics,Smartwatch,1,174.7,West,174.7,2025-08,Wednesday,False
2025-03-07,CUST0649,Sports,Dumbbell Set,1,17.79,North,17.79,2025-03,Friday,False
2025-12-29,CUST0370,Toys,Building Blocks,2,64.71,North,129.42,2025-12,Monday,False
2025-08-09,CUST0612,Toys,RC Car,4,69.46,West,277.84,2025-08,Saturday,True
2025-09-25,CUST0017,Electronics,Bluetooth Speaker,3,210.03,West,630.09,2025-09,Thursday,False
2025-05-22,CUST0497,Sports,Resistance Bands,5,68.43,West,342.15000000000003,2025-05,Thursday,False
2025-11-09,CUST0405,Electronics,Bluetooth Speaker,3,195.89,South,587.67,2025-11,Sunday,True
2025-02-19,CUST0339,Apparel,Running Shoes,1,97.17,East,97.17,2025-02,Wednesday,False
2025-11-22,CUST0702,Apparel,Running Shoes,5,20.0,East,100.0,2025-11,Saturday,True
2025-09-16,CUST0030,Electronics,Smartwatch,1,105.02,West,105.02,2025-09,Tuesday,False
2025-11-19,CUST0546,Apparel,Running Shoes,4,47.83,West,191.32,2025-11,Wednesday,False
2025-11-06,CUST0086,Beauty,Makeup Brush Kit,2,50.71,West,101.42,2025-11,Thursday,False
2025-10-21,CUST0466,Home & Kitchen,Blender,2,84.25,West,168.5,2025-10,Tuesday,False
2025-03-24,CUST0645,Electronics,Bluetooth Speaker,1,52.48,South,52.48,2025-03,Monday,False
2025-12-30,CUST0321,Sports,Dumbbell Set,3,82.69,South,248.07,2025-12,Tuesday,False
2025-07-07,CUST0328,Electronics,Laptop Stand,1,130.42,West,130.42,2025-07,Monday,False
2025-11-18,CUST0014,Apparel,Denim Jeans,5,85.53,North,427.65,2025-11,Tuesday,False
2025-03-18,CUST0456,Electronics,Wireless Earbuds,4,118.22,South,472.88,2025-03,Tuesday,False
2025-05-19,CUST0070,Apparel,Running Shoes,5,49.97,Unknown,249.85,2025-05,Monday,False
2025-08-16,CUST0269,Sports,Dumbbell Set,3,105.81,North,317.43,2025-08,Saturday,True
2025-01-09,CUST0396,Home & Kitchen,LED Lamp,5,13.45,South,67.25,2025-01,Thursday,False
2025-10-28,CUST0685,Toys,Plush Toy,4,52.83,East,211.32,2025-10,Tuesday,False
2025-12-07,CUST0512,Beauty,Face Serum,4,13.47,North,53.88,2025-12,Sunday,True
2025-10-22,CUST0423,Apparel,Running Shoes,2,85.72,North,171.44,2025-10,Wednesday,False
2025-05-05,CUST0790,Electronics,Laptop Stand,1,67.92,North,67.92,2025-05,Monday,False
2025-12-12,CUST0183,Home & Kitchen,Blender,1,35.74,North,35.74,2025-12,Friday,False
2025-07-03,CUST0541,Apparel,Denim Jeans,3,104.4,South,313.20000000000005,2025-07,Thursday,False
2025-07-28,CUST0095,Electronics,Laptop Stand,3,109.17,Unknown,327.51,2025-07,Monday,False
2025-05-25,CUST0420,Toys,Building Blocks,4,9.23,North,36.92,2025-05,Sunday,True
2025-05-09,CUST0594,Home & Kitchen,Non-Stick Pan,3,62.18,South,186.54,2025-05,Friday,False
2025-05-29,CUST0790,Apparel,Cotton T-Shirt,2,25.98,South,51.96,2025-05,Thursday,False
2025-08-09,CUST0595,Toys,Building Blocks,5,48.75,East,243.75,2025-08,Saturday,True
2025-01-25,CUST0732,Electronics,Smartwatch,1,51.85,North,51.85,2025-01,Saturday,True
2025-09-30,CUST0216,Sports,Dumbbell Set,5,139.26,East,696.3,2025-09,Tuesday,False
2025-05-30,CUST0229,Home & Kitchen,LED Lamp,1,35.95,West,35.95,2025-05,Friday,False
2025-08-01,CUST0310,Apparel,Winter Jacket,2,52.19,West,104.38,2025-08,Friday,False
2025-09-21,CUST0284,Beauty,Face Serum,4,32.71,West,130.84,2025-09,Sunday,True
2025-12-30,CUST0253,Apparel,Cotton T-Shirt,1,16.4,East,16.4,2025-12,Tuesday,False
2025-12-12,CUST0459,Electronics,Wireless Earbuds,4,229.75,South,919.0,2025-12,Friday,False
2025-10-28,CUST0290,Toys,Building Blocks,3,45.39,West,136.17000000000002,2025-10,Tuesday,False
2025-09-25,CUST0019,Beauty,Makeup Brush Kit,5,21.99,South,109.94999999999999,2025-09,Thursday,False
2025-01-28,CUST0113,Home & Kitchen,Blender,1,57.52,North,57.52,2025-01,Tuesday,False
2025-05-19,CUST0771,Electronics,Laptop Stand,4,203.16,East,812.64,2025-05,Monday,False
2025-01-11,CUST0239,Apparel,Denim Jeans,2,26.64,South,53.28,2025-01,Saturday,True
2025-08-29,CUST0592,Toys,Puzzle 1000pc,2,30.84,East,61.68,2025-08,Friday,False
2025-11-12,CUST0032,Home & Kitchen,Blender,1,37.59,West,37.59,2025-11,Wednesday,False
2025-04-13,CUST0685,Home & Kitchen,Blender,1,39.7,East,39.7,2025-04,Sunday,True
2025-04-28,CUST0203,Beauty,Face Serum,2,30.38,East,60.76,2025-04,Monday,False
2025-06-17,CUST0046,Electronics,Smartwatch,2,176.78,North,353.56,2025-06,Tuesday,False
2025-12-02,CUST0596,Sports,Resistance Bands,2,92.76,South,185.52,2025-12,Tuesday,False
2025-04-01,CUST0252,Home & Kitchen,LED Lamp,2,68.77,West,137.54,2025-04,Tuesday,False
2025-05-13,CUST0449,Apparel,Running Shoes,1,25.4,North,25.4,2025-05,Tuesday,False
2025-05-27,CUST0272,Electronics,Wireless Earbuds,4,49.24,East,196.96,2025-05,Tuesday,False
2025-11-03,CUST0647,Toys,Building Blocks,2,47.43,Unknown,94.86,2025-11,Monday,False
2025-12-07,CUST0109,Beauty,Hair Dryer,4,27.61,North,110.44,2025-12,Sunday,True
2025-08-14,CUST0559,Sports,Yoga Mat,5,113.04,Unknown,565.2,2025-08,Thursday,False
2025-11-06,CUST0694,Toys,Building Blocks,4,29.39,East,117.56,2025-11,Thursday,False
2025-06-09,CUST0463,Beauty,Makeup Brush Kit,4,38.74,West,154.96,2025-06,Monday,False
2025-10-29,CUST0773,Electronics,Laptop Stand,2,186.32,East,372.64,2025-10,Wednesday,False
2025-10-01,CUST0125,Home & Kitchen,Non-Stick Pan,3,39.83,East,119.49,2025-10,Wednesday,False
2025-09-17,CUST0609,Home & Kitchen,Throw Pillow,1,59.54,North,59.54,2025-09,Wednesday,False
2025-12-16,CUST0002,Electronics,Bluetooth Speaker,1,197.31,North,197.31,2025-12,Tuesday,False
2025-03-25,CUST0752,Electronics,Smartwatch,3,101.34,North,304.02,2025-03,Tuesday,False
2025-07-22,CUST0302,Apparel,Cotton T-Shirt,4,93.05,West,372.2,2025-07,Tuesday,False
2025-03-02,CUST0112,Toys,RC Car,2,47.4,East,94.8,2025-03,Sunday,True
2025-12-20,CUST0008,Electronics,Bluetooth Speaker,5,104.77,East,523.85,2025-12,Saturday,True
2025-09-29,CUST0329,Toys,RC Car,3,56.69,East,170.07,2025-09,Monday,False
2025-12-01,CUST0490,Apparel,Denim Jeans,3,78.72,West,236.16,2025-12,Monday,False
2025-03-29,CUST0370,Home & Kitchen,Blender,1,9.59,North,9.59,2025-03,Saturday,True
2025-12-02,CUST0241,Apparel,Denim Jeans,5,40.94,East,204.7,2025-12,Tuesday,False
2025-07-07,CUST0572,Home & Kitchen,Non-Stick Pan,3,20.58,South,61.739999999999995,2025-07,Monday,False
2025-07-13,CUST0196,Home & Kitchen,Throw Pillow,1,75.48,West,75.48,2025-07,Sunday,True
2025-09-13,CUST0117,Home & Kitchen,Blender,3,18.08,West,54.239999999999995,2025-09,Saturday,True
2025-04-10,CUST0141,Beauty,Face Serum,4,36.44,South,145.76,2025-04,Thursday,False
2025-06-16,CUST0098,Apparel,Winter Jacket,1,76.92,West,76.92,2025-06,Monday,False
2025-07-14,CUST0737,Electronics,Laptop Stand,3,215.68,East,647.04,2025-07,Monday,False
2025-09-12,CUST0066,Sports,Yoga Mat,2,17.14,East,34.28,2025-09,Friday,False
2025-12-08,CUST0605,Apparel,Winter Jacket,4,118.03,North,472.12,2025-12,Monday,False
2025-10-08,CUST0070,Home & Kitchen,Non-Stick Pan,3,66.67,East,200.01,2025-10,Wednesday,False
2025-02-22,CUST0479,Toys,Puzzle 1000pc,2,45.45,South,90.9,2025-02,Saturday,True
2025-09-25,CUST0026,Electronics,Bluetooth Speaker,5,50.3,East,251.5,2025-09,Thursday,False
2025-02-11,CUST0311,Electronics,Laptop Stand,4,150.97,North,603.88,2025-02,Tuesday,False
2025-04-05,CUST0657,Toys,Puzzle 1000pc,2,42.11,South,84.22,2025-04,Saturday,True
2025-04-26,CUST0053,Apparel,Denim Jeans,4,60.95,North,243.8,2025-04,Saturday,True
2025-09-21,CUST0160,Sports,Resistance Bands,4,131.94,South,527.76,2025-09,Sunday,True
2025-05-10,CUST0664,Toys,Building Blocks,3,57.24,South,171.72,2025-05,Saturday,True
2025-08-09,CUST0327,Electronics,Wireless Earbuds,2,217.19,East,434.38,2025-08,Saturday,True
2025-12-09,CUST0635,Beauty,Hair Dryer,1,7.05,West,7.05,2025-12,Tuesday,False
2025-05-09,CUST0538,Home & Kitchen,Throw Pillow,1,83.05,North,83.05,2025-05,Friday,False
2025-05-03,CUST0413,Toys,Puzzle 1000pc,1,39.98,North,39.98,2025-05,Saturday,True
2025-10-24,CUST0328,Apparel,Denim Jeans,2,77.42,North,154.84,2025-10,Friday,False
2025-07-16,CUST0410,Beauty,Face Serum,2,41.17,South,82.34,2025-07,Wednesday,False
2025-07-24,CUST0030,Apparel,Denim Jeans,1,104.4,East,104.4,2025-07,Thursday,False
2025-09-15,CUST0577,Sports,Dumbbell Set,4,17.78,North,71.12,2025-09,Monday,False
2025-05-16,CUST0654,Electronics,Laptop Stand,5,148.29,North,741.4499999999999,2025-05,Friday,False
2025-07-24,CUST0661,Toys,Puzzle 1000pc,4,35.25,North,141.0,2025-07,Thursday,False
2025-12-01,CUST0133,Apparel,Running Shoes,3,17.83,South,53.489999999999995,2025-12,Monday,False
2025-02-04,CUST0419,Apparel,Denim Jeans,3,62.53,East,187.59,2025-02,Tuesday,False
2025-03-04,CUST0172,Electronics,Wireless Earbuds,2,107.52,East,215.04,2025-03,Tuesday,False
2025-12-04,CUST0444,Electronics,Wireless Earbuds,2,245.67,South,491.34,2025-12,Thursday,False
2025-12-02,CUST0699,Beauty,Hair Dryer,5,16.11,South,80.55,2025-12,Tuesday,False
2025-06-22,CUST0021,Home & Kitchen,Blender,3,13.11,South,39.33,2025-06,Sunday,True
2025-05-14,CUST0624,Sports,Resistance Bands,5,71.2,East,356.0,2025-05,Wednesday,False
2025-10-06,CUST0794,Home & Kitchen,Blender,5,57.52,North,287.6,2025-10,Monday,False
2025-10-12,CUST0221,Electronics,Smartwatch,5,212.02,South,1060.1000000000001,2025-10,Sunday,True
2025-10-26,CUST0581,Beauty,Hair Dryer,2,56.19,West,112.38,2025-10,Sunday,True
2025-08-20,CUST0754,Apparel,Winter Jacket,1,100.1,North,100.1,2025-08,Wednesday,False
2025-03-18,CUST0120,Beauty,Face Serum,2,35.0,North,70.0,2025-03,Tuesday,False
2025-12-28,CUST0791,Beauty,Makeup Brush Kit,2,24.43,East,48.86,2025-12,Sunday,True
2025-07-09,CUST0029,Beauty,Hair Dryer,1,38.37,South,38.37,2025-07,Wednesday,False
2025-10-13,CUST0386,Beauty,Makeup Brush Kit,2,55.51,South,111.02,2025-10,Monday,False
2025-07-20,CUST0561,Beauty,Hair Dryer,4,31.93,North,127.72,2025-07,Sunday,True
2025-12-14,CUST0092,Beauty,Lip Balm Set,2,40.71,South,81.42,2025-12,Sunday,True
2025-07-17,CUST0003,Sports,Water Bottle,3,16.0,East,48.0,2025-07,Thursday,False
2025-07-18,CUST0678,Sports,Yoga Mat,4,36.91,West,147.64,2025-07,Friday,False
2025-09-18,CUST0011,Home & Kitchen,Non-Stick Pan,4,61.19,West,244.76,2025-09,Thursday,False
2025-12-27,CUST0581,Home & Kitchen,Throw Pillow,4,74.92,East,299.68,2025-12,Saturday,True
2025-12-15,CUST0161,Apparel,Winter Jacket,3,83.68,West,251.04000000000002,2025-12,Monday,False
2025-03-15,CUST0415,Home & Kitchen,Non-Stick Pan,3,22.38,North,67.14,2025-03,Saturday,True
2025-10-30,CUST0452,Electronics,Bluetooth Speaker,5,156.35,East,781.75,2025-10,Thursday,False
2025-06-14,CUST0340,Home & Kitchen,Throw Pillow,1,14.41,East,14.41,2025-06,Saturday,True
2025-02-26,CUST0390,Toys,Plush Toy,5,38.52,East,192.60000000000002,2025-02,Wednesday,False
2025-11-05,CUST0502,Electronics,Smartwatch,2,188.34,North,376.68,2025-11,Wednesday,False
2025-05-05,CUST0089,Beauty,Hair Dryer,1,58.87,East,58.87,2025-05,Monday,False
2025-04-14,CUST0792,Home & Kitchen,LED Lamp,1,45.41,East,45.41,2025-04,Monday,False
2025-11-02,CUST0622,Toys,Plush Toy,2,65.89,North,131.78,2025-11,Sunday,True
2025-05-27,CUST0738,Sports,Dumbbell Set,5,97.24,West,486.2,2025-05,Tuesday,False
2025-03-05,CUST0180,Apparel,Cotton T-Shirt,4,85.4,East,341.6,2025-03,Wednesday,False
2025-12-18,CUST0257,Home & Kitchen,Blender,5,68.66,South,343.29999999999995,2025-12,Thursday,False
2025-11-16,CUST0667,Toys,Plush Toy,4,36.36,North,145.44,2025-11,Sunday,True
2025-07-11,CUST0030,Toys,RC Car,2,70.64,East,141.28,2025-07,Friday,False
2025-02-11,CUST0154,Apparel,Running Shoes,4,90.03,South,360.12,2025-02,Tuesday,False
2025-12-16,CUST0070,Sports,Water Bottle,2,148.01,East,296.02,2025-12,Tuesday,False
2025-07-16,CUST0382,Sports,Yoga Mat,5,65.75,East,328.75,2025-07,Wednesday,False
2025-07-06,CUST0397,Beauty,Hair Dryer,4,47.22,East,188.88,2025-07,Sunday,True
2025-08-14,CUST0746,Electronics,Bluetooth Speaker,4,237.49,North,949.96,2025-08,Thursday,False
2025-01-23,CUST0660,Beauty,Hair Dryer,4,15.26,East,61.04,2025-01,Thursday,False
2025-03-31,CUST0133,Home & Kitchen,Blender,3,87.2,Unknown,261.6,2025-03,Monday,False
2025-09-07,CUST0005,Apparel,Cotton T-Shirt,2,56.28,West,112.56,2025-09,Sunday,True
2025-09-11,CUST0232,Home & Kitchen,Throw Pillow,3,51.45,North,154.35000000000002,2025-09,Thursday,False
2025-06-24,CUST0494,Beauty,Hair Dryer,1,22.22,East,22.22,2025-06,Tuesday,False
2025-11-11,CUST0273,Toys,RC Car,3,75.75,North,227.25,2025-11,Tuesday,False
2025-12-30,CUST0049,Electronics,Smartwatch,1,176.59,South,176.59,2025-12,Tuesday,False
2025-12-25,CUST0478,Apparel,Running Shoes,3,118.73,North,356.19,2025-12,Thursday,False
2025-09-03,CUST0261,Toys,RC Car,1,68.13,East,68.13,2025-09,Wednesday,False
2025-09-13,CUST0765,Apparel,Winter Jacket,2,45.01,West,90.02,2025-09,Saturday,True
2025-03-27,CUST0524,Beauty,Lip Balm Set,1,57.1,South,57.1,2025-03,Thursday,False
2025-10-02,CUST0420,Beauty,Lip Balm Set,1,46.62,East,46.62,2025-10,Thursday,False
2025-04-12,CUST0139,Home & Kitchen,Blender,2,22.73,North,45.46,2025-04,Saturday,True
2025-09-17,CUST0263,Home & Kitchen,Throw Pillow,3,50.9,Unknown,152.7,2025-09,Wednesday,False
2025-03-08,CUST0009,Home & Kitchen,Blender,3,39.57,North,118.71000000000001,2025-03,Saturday,True
2025-06-28,CUST0238,Sports,Dumbbell Set,2,121.71,South,243.42,2025-06,Saturday,True
2025-01-16,CUST0759,Apparel,Running Shoes,3,82.48,West,247.44,2025-01,Thursday,False
2025-06-13,CUST0122,Toys,RC Car,5,62.32,South,311.6,2025-06,Friday,False
2025-12-31,CUST0145,Home & Kitchen,Blender,1,63.2,West,63.2,2025-12,Wednesday,False
2025-09-22,CUST0131,Sports,Resistance Bands,1,10.65,West,10.65,2025-09,Monday,False
2025-01-23,CUST0318,Apparel,Running Shoes,2,63.95,South,127.9,2025-01,Thursday,False
2025-09-27,CUST0568,Beauty,Face Serum,3,54.24,North,162.72,2025-09,Saturday,True
2025-11-11,CUST0786,Home & Kitchen,Non-Stick Pan,2,23.97,West,47.94,2025-11,Tuesday,False
2025-08-12,CUST0441,Sports,Yoga Mat,2,12.87,East,25.74,2025-08,Tuesday,False
2025-12-24,CUST0653,Beauty,Hair Dryer,4,24.13,East,96.52,2025-12,Wednesday,False
2025-11-29,CUST0192,Apparel,Cotton T-Shirt,3,12.16,South,36.480000000000004,2025-11,Saturday,True
2025-08-18,CUST0587,Beauty,Lip Balm Set,1,54.62,North,54.62,2025-08,Monday,False
2025-10-14,CUST0265,Sports,Water Bottle,4,132.37,West,529.48,2025-10,Tuesday,False
2025-05-07,CUST0776,Sports,Yoga Mat,2,128.11,West,256.22,2025-05,Wednesday,False
2025-01-05,CUST0274,Home & Kitchen,LED Lamp,5,61.74,East,308.7,2025-01,Sunday,True
2025-07-06,CUST0326,Beauty,Makeup Brush Kit,2,34.18,West,68.36,2025-07,Sunday,True
2025-04-16,CUST0348,Apparel,Running Shoes,3,79.4,South,238.20000000000002,2025-04,Wednesday,False
2025-10-16,CUST0536,Home & Kitchen,LED Lamp,2,11.91,West,23.82,2025-10,Thursday,False
2025-10-28,CUST0066,Sports,Dumbbell Set,3,42.4,East,127.19999999999999,2025-10,Tuesday,False
2025-04-18,CUST0439,Apparel,Denim Jeans,4,35.3,North,141.2,2025-04,Friday,False
2025-09-05,CUST0009,Home & Kitchen,Non-Stick Pan,5,44.4,East,222.0,2025-09,Friday,False
2025-08-24,CUST0238,Electronics,Smartwatch,2,64.55,North,129.1,2025-08,Sunday,True
2025-05-12,CUST0700,Home & Kitchen,LED Lamp,2,76.24,East,152.48,2025-05,Monday,False
2025-10-18,CUST0752,Sports,Dumbbell Set,1,94.54,East,94.54,2025-10,Saturday,True
2025-03-06,CUST0190,Home & Kitchen,Non-Stick Pan,3,19.66,East,58.980000000000004,2025-03,Thursday,False
2025-10-24,CUST0582,Apparel,Winter Jacket,2,20.3,West,40.6,2025-10,Friday,False
2025-08-10,CUST0270,Electronics,Bluetooth Speaker,3,179.8,South,539.4000000000001,2025-08,Sunday,True
2025-03-20,CUST0682,Beauty,Lip Balm Set,1,28.66,South,28.66,2025-03,Thursday,False
2025-09-17,CUST0784,Sports,Water Bottle,1,71.08,South,71.08,2025-09,Wednesday,False
2025-10-30,CUST0187,Home & Kitchen,Non-Stick Pan,3,40.27,East,120.81,2025-10,Thursday,False
2025-07-30,CUST0323,Apparel,Cotton T-Shirt,1,94.17,North,94.17,2025-07,Wednesday,False
2025-08-30,CUST0285,Apparel,Winter Jacket,4,68.64,North,274.56,2025-08,Saturday,True
2025-10-06,CUST0466,Sports,Water Bottle,4,34.29,South,137.16,2025-10,Monday,False
2025-05-07,CUST0393,Beauty,Lip Balm Set,3,12.23,North,36.69,2025-05,Wednesday,False
2025-02-23,CUST0240,Toys,Puzzle 1000pc,2,79.76,South,159.52,2025-02,Sunday,True
2025-10-11,CUST0665,Home & Kitchen,Non-Stick Pan,5,47.46,West,237.3,2025-10,Saturday,True
2025-10-23,CUST0730,Beauty,Hair Dryer,2,48.42,North,96.84,2025-10,Thursday,False
2025-12-08,CUST0456,Toys,RC Car,4,55.29,South,221.16,2025-12,Monday,False
2025-07-22,CUST0634,Toys,Building Blocks,3,14.25,East,42.75,2025-07,Tuesday,False
2025-11-25,CUST0100,Home & Kitchen,Throw Pillow,3,76.65,West,229.95000000000002,2025-11,Tuesday,False
2025-05-27,CUST0444,Home & Kitchen,LED Lamp,3,31.71,West,95.13,2025-05,Tuesday,False
2025-12-30,CUST0226,Toys,Building Blocks,1,68.9,East,68.9,2025-12,Tuesday,False
2025-09-05,CUST0560,Toys,Puzzle 1000pc,1,44.06,South,44.06,2025-09,Friday,False
2025-09-26,CUST0259,Electronics,Bluetooth Speaker,4,33.01,South,132.04,2025-09,Friday,False
2025-09-27,CUST0482,Home & Kitchen,Non-Stick Pan,5,75.67,South,378.35,2025-09,Saturday,True
2025-09-13,CUST0541,Electronics,Smartwatch,3,172.72,Unknown,518.16,2025-09,Saturday,True
2025-11-19,CUST0467,Electronics,Laptop Stand,4,225.79,East,903.16,2025-11,Wednesday,False
2025-10-25,CUST0285,Sports,Water Bottle,1,95.07,East,95.07,2025-10,Saturday,True
2025-05-13,CUST0297,Apparel,Running Shoes,3,107.57,East,322.71,2025-05,Tuesday,False
2025-11-29,CUST0136,Home & Kitchen,Throw Pillow,3,37.35,West,112.05000000000001,2025-11,Saturday,True
2025-10-27,CUST0307,Apparel,Running Shoes,4,115.8,East,463.2,2025-10,Monday,False
2025-09-12,CUST0571,Toys,Plush Toy,2,8.38,East,16.76,2025-09,Friday,False
2025-05-03,CUST0287,Electronics,Bluetooth Speaker,4,111.32,South,445.28,2025-05,Saturday,True
2025-12-30,CUST0114,Beauty,Makeup Brush Kit,1,11.62,South,11.62,2025-12,Tuesday,False
2025-06-24,CUST0146,Sports,Resistance Bands,5,112.46,Unknown,562.3,2025-06,Tuesday,False
2025-12-05,CUST0060,Home & Kitchen,LED Lamp,2,57.93,South,115.86,2025-12,Friday,False
2025-11-15,CUST0365,Home & Kitchen,Non-Stick Pan,1,47.71,West,47.71,2025-11,Saturday,True
2025-06-08,CUST0634,Beauty,Face Serum,4,40.61,East,162.44,2025-06,Sunday,True
2025-03-09,CUST0573,Toys,Puzzle 1000pc,2,64.97,South,129.94,2025-03,Sunday,True
2025-02-15,CUST0754,Beauty,Hair Dryer,4,43.34,North,173.36,2025-02,Saturday,True
2025-12-02,CUST0779,Apparel,Running Shoes,2,65.54,North,131.08,2025-12,Tuesday,False
2025-04-27,CUST0528,Apparel,Running Shoes,4,75.99,South,303.96,2025-04,Sunday,True
2025-09-28,CUST0261,Home & Kitchen,Throw Pillow,1,15.2,West,15.2,2025-09,Sunday,True
2025-06-07,CUST0785,Sports,Water Bottle,4,58.34,South,233.36,2025-06,Saturday,True
2025-05-20,CUST0399,Electronics,Bluetooth Speaker,4,181.96,East,727.84,2025-05,Tuesday,False
2025-06-26,CUST0641,Sports,Dumbbell Set,4,41.6,West,166.4,2025-06,Thursday,False
2025-12-03,CUST0080,Sports,Resistance Bands,5,67.5,East,337.5,2025-12,Wednesday,False
2025-12-13,CUST0364,Toys,RC Car,2,59.22,Unknown,118.44,2025-12,Saturday,True
2025-05-19,CUST0027,Sports,Water Bottle,4,136.19,South,544.76,2025-05,Monday,False
2025-08-12,CUST0746,Electronics,Smartwatch,1,157.8,East,157.8,2025-08,Tuesday,False
2025-04-24,CUST0014,Sports,Dumbbell Set,1,69.39,West,69.39,2025-04,Thursday,False
2025-12-14,CUST0440,Beauty,Makeup Brush Kit,1,16.77,West,16.77,2025-12,Sunday,True
2025-05-14,CUST0261,Beauty,Lip Balm Set,1,59.82,East,59.82,2025-05,Wednesday,False
2025-10-23,CUST0603,Beauty,Face Serum,4,59.82,East,239.28,2025-10,Thursday,False
2025-09-01,CUST0160,Beauty,Face Serum,1,58.61,South,58.61,2025-09,Monday,False
2025-07-04,CUST0123,Home & Kitchen,Non-Stick Pan,1,53.17,East,53.17,2025-07,Friday,False
2025-03-12,CUST0391,Beauty,Lip Balm Set,2,33.56,South,67.12,2025-03,Wednesday,False
2025-08-22,CUST0224,Electronics,Bluetooth Speaker,3,207.67,North,623.01,2025-08,Friday,False
2025-11-20,CUST0624,Apparel,Running Shoes,5,90.95,East,454.75,2025-11,Thursday,False
2025-09-28,CUST0122,Sports,Yoga Mat,2,63.3,North,126.6,2025-09,Sunday,True
2025-11-02,CUST0004,Sports,Yoga Mat,1,50.43,Unknown,50.43,2025-11,Sunday,True
2025-05-15,CUST0031,Apparel,Cotton T-Shirt,5,51.33,West,256.65,2025-05,Thursday,False
2025-05-31,CUST0259,Toys,Plush Toy,4,26.7,East,106.8,2025-05,Saturday,True
2025-05-15,CUST0124,Electronics,Wireless Earbuds,3,187.77,North,563.3100000000001,2025-05,Thursday,False
2025-10-18,CUST0514,Sports,Resistance Bands,2,103.22,South,206.44,2025-10,Saturday,True
2025-11-07,CUST0216,Home & Kitchen,Blender,2,68.62,South,137.24,2025-11,Friday,False
2025-03-20,CUST0566,Electronics,Bluetooth Speaker,5,162.11,East,810.5500000000001,2025-03,Thursday,False
2025-05-12,CUST0446,Toys,Plush Toy,1,52.18,North,52.18,2025-05,Monday,False
2025-11-12,CUST0673,Home & Kitchen,LED Lamp,5,48.59,North,242.95000000000002,2025-11,Wednesday,False
2025-04-06,CUST0541,Home & Kitchen,Throw Pillow,3,47.55,South,142.64999999999998,2025-04,Sunday,True
2025-04-17,CUST0563,Toys,Building Blocks,1,49.25,East,49.25,2025-04,Thursday,False
2025-08-03,CUST0536,Apparel,Winter Jacket,4,84.01,North,336.04,2025-08,Sunday,True
2025-06-16,CUST0576,Home & Kitchen,Blender,1,12.6,East,12.6,2025-06,Monday,False
2025-04-01,CUST0681,Beauty,Lip Balm Set,4,7.31,North,29.24,2025-04,Tuesday,False
2025-09-10,CUST0776,Electronics,Wireless Earbuds,5,107.58,West,537.9,2025-09,Wednesday,False
2025-10-20,CUST0603,Toys,RC Car,3,51.64,South,154.92000000000002,2025-10,Monday,False
2025-12-05,CUST0117,Sports,Yoga Mat,5,19.86,North,99.3,2025-12,Friday,False
2025-07-18,CUST0501,Sports,Yoga Mat,4,126.18,East,504.72,2025-07,Friday,False
2025-04-12,CUST0638,Sports,Water Bottle,1,21.81,North,21.81,2025-04,Saturday,True
2025-10-16,CUST0638,Electronics,Smartwatch,1,178.23,North,178.23,2025-10,Thursday,False
2025-02-23,CUST0311,Electronics,Wireless Earbuds,1,248.17,East,248.17,2025-02,Sunday,True
2025-11-15,CUST0047,Home & Kitchen,Non-Stick Pan,3,71.84,South,215.52,2025-11,Saturday,True
2025-07-06,CUST0453,Apparel,Cotton T-Shirt,4,52.36,East,209.44,2025-07,Sunday,True
2025-12-31,CUST0330,Apparel,Cotton T-Shirt,5,112.49,East,562.4499999999999,2025-12,Wednesday,False
2025-04-03,CUST0018,Sports,Yoga Mat,4,136.93,East,547.72,2025-04,Thursday,False
2025-06-20,CUST0344,Sports,Water Bottle,2,18.14,South,36.28,2025-06,Friday,False
2025-12-07,CUST0127,Beauty,Face Serum,1,36.42,East,36.42,2025-12,Sunday,True
2025-05-14,CUST0137,Home & Kitchen,Blender,4,32.44,West,129.76,2025-05,Wednesday,False
2025-08-01,CUST0500,Toys,RC Car,1,12.58,North,12.58,2025-08,Friday,False
2025-01-03,CUST0354,Beauty,Lip Balm Set,3,18.76,West,56.28,2025-01,Friday,False
2025-11-06,CUST0380,Beauty,Makeup Brush Kit,3,57.6,South,172.8,2025-11,Thursday,False
2025-09-24,CUST0051,Sports,Dumbbell Set,4,143.65,North,574.6,2025-09,Wednesday,False
2025-08-17,CUST0021,Apparel,Winter Jacket,4,82.14,West,328.56,2025-08,Sunday,True
2025-07-02,CUST0604,Apparel,Winter Jacket,1,78.03,West,78.03,2025-07,Wednesday,False
2025-09-01,CUST0092,Sports,Resistance Bands,3,82.1,East,246.29999999999998,2025-09,Monday,False
2025-01-06,CUST0262,Apparel,Cotton T-Shirt,2,78.48,West,156.96,2025-01,Monday,False
2025-11-19,CUST0298,Beauty,Face Serum,3,30.12,South,90.36,2025-11,Wednesday,False
2025-02-25,CUST0067,Toys,Plush Toy,1,50.99,North,50.99,2025-02,Tuesday,False
2025-07-29,CUST0089,Apparel,Denim Jeans,4,109.3,East,437.2,2025-07,Tuesday,False
